% Iron Feed,% Silica Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 03 Air Flow,Flotation Column 04 Air Flow,Flotation Column 05 Air Flow,Flotation Column 06 Air Flow,Flotation Column 07 Air Flow,Flotation Column 01 Level,Flotation Column 02 Level,Flotation Column 03 Level,Flotation Column 04 Level,Flotation Column 05 Level,Flotation Column 06 Level,Flotation Column 07 Level,% Iron Concentrate,% Silica Concentrate
"55,2","16,98","3244,63","602,905","392,637","100,038","174,993","251,367","252,817","251,411","295,096","306,4","250,928","250,488","426,917","474,08","457,866","462,574","440,402","405,818","387,664","66,97","1,27"
"55,2","16,98","3246,09","592,651","394,043","100,022","174,959","251,367","248,95","250,708","295,096","306,4","250,928","249,609","444,934","367,6","446,21","475,39","446,13","438,53","391,2","66,97","1,27"
"55,2","16,98","3248,54","593,628","396,504","100,005","174,924","251,455","247,28","250,4","295,096","306,4","250,752","249,258","444,233","378,588","444,806","478,436","448,994","445,138","394,4","66,97","1,27"
"55,2","16,98","3253,42","598,511","404,883","999,888","17,489","251,543","242,666","249,038","295,096","306,4","250,049","247,896","443,633","426,844","437,896","487,652","463,756","475,938","415,144","66,97","1,27"
"55,2","16,98","3239,26","601,074","399,023","999,737","174,855","250,488","250,576","248,511","295,096","306,4","250,137","248,555","450,84","446,1","435,742","469,296","477,64","497,89","458,398","66,97","1,27"
"55,2","16,98","3223,63","599,487","399,375","999,643","174,821","250,576","249,302","248,423","295,096","306,4","250,269","250,752","445,134","452,9","449,448","443,36","481,162","514,802","502,764","66,97","1,27"
"55,2","16,98","3243,16","611,572","399,902","999,548","174,786","250,84","250,4","248,467","295,096","306,4","249,214","251,147","450,339","445,194","454,086","442,344","484,69","504,61","490,732","66,97","1,27"
"55,2","16,98","3258,79","598,511","397,559","999,454","174,752","250,664","252,861","250,664","295,096","306,4","248,906","248,906","456,946","442,134","445,994","439,92","482,046","474,706","461,38","66,97","1,27"
"55,2","16,98","3251,02","597,656","401,367","99,936","174,717","251,455","253,081","252,817","295,096","306,4","250,576","250,488","443,433","477,478","441,568","446,794","468,826","450,178","436,438","66,97","1,27"
"55,2","16,98","3214,06","607,422","397,324","999,266","174,683","251,719","251,543","251,455","295,096","306,4","250,84","250,137","438,127","513,048","438,766","443,362","454,724","434,048","430,594","66,97","1,27"
"55,2","16,98","3228,13","603,882","396,855","999,171","174,648","251,455","250,884","250,444","295,096","306,4","250,4","248,687","442,532","466,49","448,046","426,484","442,604","430,794","429,596","66,97","1,27"
"55,2","16,98","3312,89","599,365","403,477","999,077","174,614","251,631","243,149","248,291","295,096","306,4","250,093","248,95","449,639","439,868","444,91","439,762","451,972","455,33","448,58","66,97","1,27"
"55,2","16,98","3293,36","605,469","402,949","998,983","174,579","250,928","248,599","247,764","295,096","306,4","249,697","250,532","450,94","452,896","462,932","463,28","457,92","460,146","448,36","66,97","1,27"
"55,2","16,98","3483,98","602,539","400,02","998,888","174,545","250,664","250,269","249,434","295,096","306,4","247,808","249,39","448,838","438,176","464,556","462,966","460,452","454,658","450,568","66,97","1,27"
"55,2","16,98","3585,94","607,056","402,246","998,794","17,451","249,829","249,302","250,488","295,096","306,4","249,17","248,467","461,35","410,872","477,934","453,204","466,84","464,738","468,438","66,97","1,27"
"55,2","16,98","3591,41","595,093","408,047","9,987","174,476","250,752","252,07","250,84","295,096","306,4","248,73","251,104","450,439","417,552","471,246","445,546","466,07","468,994","491,946","66,97","1,27"
"55,2","16,98","3580,08","599,243","403,301","998,606","174,441","251,06","251,938","252,51","295,096","306,4","250,444","248,906","454,143","431,714","467,146","450,31","464,308","461,042","493,826","66,97","1,27"
"55,2","16,98","3571,48","595,459","402,715","998,511","174,407","251,763","257,432","252,949","295,096","306,4","250,4","251,191","444,233","433,642","447,83","443,98","455,278","451,184","468,99","66,97","1,27"
"55,2","16,98","3567,97","592,407","396,914","998,417","174,372","252,202","254,443","250,093","295,096","306,4","250,752","250,005","444,434","438,964","447,184","431,952","450,094","414,106","429,594","66,97","1,27"
"55,2","16,98","3565,63","593,262","395,156","998,323","174,338","251,016","247,061","248,335","295,096","306,4","250,137","248,291","454,944","441,232","436,498","430,002","430,378","439,986","423,526","66,97","1,27"
"55,2","16,98","3563,67","593,628","399,668","998,228","174,303","250,576","246,665","247,544","295,096","306,4","250,532","250,049","449,839","453,696","439,946","432,814","420,028","472,13","429,49","66,97","1,27"
"55,2","16,98","3569,14","602,051","402,48","998,134","174,269","250,84","250,708","247,852","295,096","306,4","250,313","252,378","457,046","445,766","444,698","443,28","417,268","447,04","428,164","66,97","1,27"
"55,2","16,98","3573,83","592,163","395,449","99,804","174,234","250,488","251,367","250,444","295,096","306,4","248,687","248,071","469,258","505,69","446,532","437,112","408,348","433,594","423,422","66,97","1,27"
"55,2","16,98","3578,91","598,633","399,434","997,945","1,742","250,576","254,619","250,488","295,096","306,4","249,082","250,049","458,848","505,918","459,7","449,764","406,366","457,346","440,522","66,97","1,27"
"55,2","16,98","3571,88","601,196","394,16","997,851","174,166","251,104","254,971","251,763","295,096","306,4","251,982","251,279","450,64","492,436","453,438","468,358","422,782","452,194","444,934","66,97","1,27"
"55,2","16,98","3558,59","594,238","397,383","997,757","174,131","251,851","248,335","252,861","295,096","306,4","254,663","251,938","445,935","494,136","443,512","466,638","433,466","448,16","449,018","66,97","1,27"
"55,2","16,98","3542,97","595,825","391,406","997,663","174,097","251,895","254,355","250,576","295,096","306,4","254,355","248,994","451,44","399,206","438,44","472,426","454,282","436,954","448,584","66,97","1,27"
"55,2","16,98","3522,27","596,313","398,438","997,568","174,062","251,367","249,609","249,17","295,096","306,4","249,609","249,17","433,423","387,5","452,68","473,05","458,25","471,01","466,24","66,97","1,27"
"55,2","16,98","3424,22","595,581","397,266","997,474","174,028","251,279","249,082","249,038","295,096","306,4","248,423","250,005","436,826","375,794","456,134","475,158","462,546","473,922","470,322","66,97","1,27"
"55,2","16,98","3359,38","592,407","392,754","99,738","173,986","250,928","246,885","248,423","295,096","306,4","245,259","252,202","450,84","364,088","468,762","475,076","478,298","488,93","490,292","66,97","1,27"
"55,2","16,98","3346,09","593,14","393,047","997,285","173,917","251,016","247,192","248,335","295,096","306,4","252,378","248,643","452,642","509,876","462,392","433,52","463,978","499,682","504,308","66,97","1,27"
"55,2","16,98","3332,42","597,412","391,699","997,191","173,849","251,06","249,873","249,609","295,096","306,4","253,828","251,631","452,542","504,442","456,028","404,69","428,398","487,026","499,01","66,97","1,27"
"55,2","16,98","3231,25","588,989","392,871","997,097","17,378","249,873","250,4","250,752","295,096","306,4","246,445","248,115","449,639","528,68","454,734","413,824","422,89","472,354","475,614","66,97","1,27"
"55,2","16,98","3197,66","596,558","393,633","996,998","173,711","250,181","251,895","252,026","295,096","306,4","245,61","250,356","451,941","501,268","447,722","436,328","423,994","436,848","424,63","66,97","1,27"
"55,2","16,98","3209,38","596,924","398,379","99,688","173,642","250,796","251,587","252,51","295,096","306,4","251,147","249,39","451,34","498,438","447,614","458,83","442,716","408,504","393,186","66,97","1,27"
"55,2","16,98","3219,14","594,849","403,301","996,763","173,573","250,972","249,961","250,62","295,096","306,4","252,817","253,345","453,643","478,724","447,722","475,158","460,454","417,914","380,16","66,97","1,27"
"55,2","16,98","3233,2","593,058","397,307","996,645","173,504","250,226","252,79","249,139","295,096","306,4","252,089","249,034","440,62","337,959","445,128","481,512","472,308","454,743","401,598","66,97","1,27"
"55,2","16,98","3289,06","581,604","403,447","996,527","173,435","250,011","247,533","248,104","295,096","306,4","250,455","252,334","442,557","232,536","454,948","482,892","477,358","506,794","442,896","66,97","1,27"
"55,2","16,98","3310,55","595,551","401,162","99,641","173,367","249,631","247,566","248,258","295,096","306,4","250,236","248,313","449,539","478,107","460,319","459,878","480,997","518,666","482,79","66,97","1,27"
"55,2","16,98","3308,98","596,497","397,339","996,292","173,298","248,445","250,697","248,434","295,096","306,4","250,214","250,565","454,669","513,389","469,464","427,868","453,098","514,97","501,301","66,97","1,27"
"55,2","16,98","3335,94","589,172","400,283","996,174","173,229","248,005","249,818","250,521","295,096","306,4","250,62","248,511","463,777","508,063","466,467","432,384","450,212","507,438","496,083","66,97","1,27"
"55,2","16,98","3343,36","598,297","396,328","996,057","17,316","247,83","251,389","250,873","295,096","306,4","247,269","248,379","457,621","490,594","464,281","443,363","456,708","484,674","467,061","66,97","1,27"
"55,2","16,98","3341,8","586,334","398,613","995,939","173,091","248,555","246,204","251,576","295,096","306,4","245,413","248,39","443,232","496,283","458,485","458,34","453,403","443,934","422,036","66,97","1,27"
"55,2","16,98","3341,02","592,59","394,717","995,821","173,022","246,281","244,797","250,269","295,096","306,4","246,962","252,356","438,228","422,568","452,572","471,192","469,237","439,902","408,656","66,97","1,27"
"55,2","16,98","3338,67","594,147","396,182","995,704","172,954","246,292","248,005","250,269","295,096","306,4","249,785","250,027","449,113","427,806","457,108","489,567","486,673","447,21","426,096","66,97","1,27"
"55,2","16,98","3342,58","586,06","400,562","995,586","172,885","247,412","251,73","250,4","295,096","306,4","251,73","247,709","452,341","433,044","449,82","483,083","494,688","482,546","447,889","66,97","1,27"
"55,2","16,98","3352,73","589,203","395,391","995,468","172,816","247,379","253,488","250,752","295,096","306,4","249,95","249,192","448,938","455,646","438,355","438,771","472,05","496,49","485,075","66,97","1,27"
"55,2","16,98","3381,64","583,496","401,895","995,351","172,747","247,028","250,159","248,148","295,096","306,4","249,489","248,302","449,388","434,572","429,59","416,779","445,249","505,982","514,461","66,97","1,27"
"55,2","16,98","3382,81","585,968","402,773","995,233","172,678","246,028","242,534","246,456","295,096","306,4","249,653","249,313","451,19","480,62","426,033","417,557","434,102","476,078","462,701","66,97","1,27"
"55,2","16,98","3374,22","597,504","391,875","995,115","172,609","245,588","251,257","248,577","295,096","306,4","247,709","248,06","447,762","529,813","438,173","437,62","433,414","457,01","441,103","66,97","1,27"
"55,2","16,98","3370,31","585,052","399,653","994,998","17,254","245,544","246,478","249,181","295,096","306,4","249,818","250,192","453,643","487,586","445,803","448,689","428,429","434,525","413,294","66,97","1,27"
"55,2","16,98","2693,75","592,133","409,204","99,488","172,472","248,302","251,906","251,115","295,096","306,4","252,081","249,236","459,248","480,114","453,814","433,885","438,642","421,974","408,193","66,75","1,36"
"55,2","16,98","527,344","583,374","403,667","994,762","172,403","253,674","255,311","254,301","295,096","306,4","251,016","252,62","449,288","484,504","457,892","444,124","446,792","461,826","415,806","66,75","1,36"
"55,2","16,98","833,594","590,607","393,765","994,645","172,334","255,641","250,862","252,147","295,096","306,4","249,84","249,071","431,046","421,658","445,157","455,49","451,862","464,654","427,392","66,75","1,36"
"55,2","16,98","3145,31","593,292","396,958","994,527","172,265","255,674","253,433","251,191","295,096","306,4","247,247","251,455","432,522","410,137","448,854","461,677","459,929","466,698","430,014","66,75","1,36"
"55,2","16,98","3249,22","578,827","402,363","994,409","172,196","252,356","247,665","248,522","295,096","306,4","246,116","247,797","452,266","446,27","452,248","480,719","462,796","449,45","437,458","66,75","1,36"
"55,2","16,98","3145,31","591,4","389,722","994,292","172,127","250,225","242,095","246,456","295,096","306,4","245,028","251,51","453,768","450,264","458,752","461,521","460,038","457,318","463,034","66,75","1,36"
"55,2","16,98","3120,31","577,85","407,344","994,174","172,059","248,533","251,246","248,511","295,096","306,4","245,808","246,654","480,819","457,199","473,91","444,686","458,362","477,702","505,303","66,75","1,36"
"55,2","16,98","3132,81","580,444","401,367","994,057","1,72","247,412","248,071","248,511","295,096","306,4","249,17","249,829","462,952","461,05","468,87","443,36","462,11","493,41","510,93","66,75","1,36"
"55,2","16,98","3136,72","582,825","401,499","993,939","1,72","247,478","248,928","249,005","295,096","306,4","249,137","249,631","462,576","463,6","467,576","444,356","462,77","488,622","508,446","66,75","1,36"
"55,2","16,98","3151,17","593,842","401,982","993,821","1,72","248,016","254,18","252,235","295,096","306,4","248,884","249,368","460,374","474,736","458,378","452,343","467,749","457,458","487,998","66,75","1,36"
"55,2","16,98","3147,66","581,116","401,279","993,704","1,72","248,95","255,498","254,235","295,096","306,4","248,774","253,564","455,294","448,313","445,24","464,682","475,184","431,92","446,676","66,75","1,36"
"55,2","16,98","3168,36","588,379","404,663","993,621","1,72","249,049","250,598","251,741","295,096","306,4","250,334","250,488","425,991","407,614","428,052","459,253","477,943","418,612","418,04","66,75","1,36"
"55,2","16,98","3236,14","588,013","398,35","993,739","1,72","249,708","252,169","251,104","295,096","306,4","250,543","253,202","412,552","431,546","414,81","458,122","477,719","436,617","425,351","66,75","1,36"
"55,2","16,98","3256,05","586,395","398,027","993,857","1,72","249,939","249,598","249,214","295,096","306,4","249,379","248,203","432,672","484,449","423,628","452,54","460,813","478,29","440,935","66,75","1,36"
"55,2","16,98","3283,98","588,257","399,727","993,974","1,72","247,906","244,028","247,137","295,096","306,4","248,236","251,993","448,212","496,995","446,558","435,295","447,148","487,306","463,232","66,75","1,36"
"55,2","16,98","3311,13","584,747","402,437","994,092","1,72","247,072","242,194","248,071","295,096","306,4","249,401","247,972","466,28","504,926","471,73","434,336","444,12","483,442","480,911","66,75","1,36"
"55,2","16,98","3314,45","588,104","396,665","994,209","1,72","247,566","248,104","248,533","295,096","306,4","250,444","248,368","476,014","484,221","479,473","450,196","428,206","473,278","478,155","66,75","1,36"
"55,2","16,98","3312,99","587,189","405,366","994,327","1,72","247,225","245,643","250,95","295,096","306,4","248,752","253,784","455,845","455,702","466,332","454,926","423,555","445,36","448,415","66,75","1,36"
"55,2","16,98","3302,93","591,37","408,193","994,445","1,72","247,28","251,642","249,763","295,096","306,4","247,896","253,586","451,315","386,095","467,007","461,719","445,005","434,154","426,982","66,75","1,36"
"55,2","16,98","3290,63","592,651","406,582","994,562","1,72","246,599","249,521","249,39","295,096","306,4","248,994","252,235","443,132","381,674","463,688","459,65","464,169","458,438","421,102","66,75","1,36"
"55,2","16,98","3279,1","583,191","393,794","99,468","1,72","246,841","244,347","249,258","295,096","306,4","247,214","250,071","431,421","386,968","452,518","487,131","485,818","468,378","446,424","66,75","1,36"
"55,2","16,98","3281,45","587,006","391,128","994,798","1,72","245,962","252,07","248,643","295,096","306,4","249,467","245,479","426,967","419,71","447,555","492,106","489,586","479,438","467,998","66,75","1,36"
"55,2","16,98","3232,71","581,238","402,085","994,915","1,72","245,38","246,028","249,39","295,096","306,4","247,445","247,5","449,188","420,9","424,549","464,784","490,5","486,466","504,69","66,75","1,36"
"55,2","16,98","3198,83","591,461","398,159","995,033","1,72","246,281","245,424","249,357","295,096","306,4","247,632","249,763","446,586","428,999","425,708","435,487","479,895","501,95","525,269","66,75","1,36"
"55,2","16,98","3188,77","583,71","398,584","995,151","1,72","246,226","244,644","249,071","295,096","306,4","247,401","246,281","453,693","436,786","432,938","421,988","477,608","468,238","482,371","66,75","1,36"
"55,2","16,98","3209,38","579,193","389,971","995,268","1,72","247,137","247,368","248,708","295,096","306,4","245,83","250,323","441,08","438,374","425,734","422,483","454,559","449,926","447,09","66,75","1,36"
"55,2","16,98","3227,93","586,029","384,946","995,386","1,72","248,203","247,39","249,763","295,096","306,4","244,6","252,861","442,982","444,206","446,48","419,195","425,922","435,422","418,98","66,75","1,36"
"55,2","16,98","3264,55","585,175","394,263","995,504","1,72","249,082","255,652","249,357","295,096","306,4","246,259","250,576","449,013","444,773","443,752","407,246","413,855","435,169","411,42","66,75","1,36"
"55,2","16,98","3304,2","577,576","400,181","995,621","1,72","249,763","253,982","249,203","295,096","306,4","247,094","246,654","446,511","462,47","454,462","412,598","390,698","429,002","397,654","66,75","1,36"
"55,2","16,98","3305,47","579,071","397,69","995,739","1,72","249,423","253,356","249,456","295,096","306,4","246,5","249,5","435,099","470,688","455,299","411,702","374,529","450,822","396,214","66,75","1,36"
"55,2","16,98","3263,57","581,848","393,721","995,857","1,72","249,774","244,512","249,763","295,096","306,4","246,577","248,159","462,126","489,685","454,759","417,601","366,079","463,086","394,477","66,75","1,36"
"55,2","16,98","3251,95","582,886","395,215","995,974","1,72","250,708","250,488","249,39","295,096","306,4","248,071","251,147","448,938","488,24","454,3","426,56","371,23","443,57","400,58","66,75","1,36"
"55,2","16,98","3254,88","580,78","396,006","996,092","1,72","250,675","250,027","249,39","295,096","306,4","247,972","250,818","449,464","491,978","455,757","429,372","372,469","446,258","400,248","66,75","1,36"
"55,2","16,98","3269,43","570,953","400,488","99,621","1,72","250,488","247,511","249,456","295,096","306,4","247,412","248,818","452,967","514,945","462,878","447,947","383,456","458,214","396,798","66,75","1,36"
"55,2","16,98","3257,52","581,329","401,235","996,327","1,72","250,587","248,566","250,126","295,096","306,4","247,511","248,566","454,894","519,367","456,622","467,402","411,3","443,262","389,213","66,75","1,36"
"55,2","16,98","3258,79","575,531","403,096","996,445","1,72","250,884","250,939","251,873","295,096","306,4","248,17","250,906","447,737","482,947","457,297","490,509","444,952","460,79","400,766","66,75","1,36"
"55,2","16,98","3278,03","590,637","391,055","996,563","1,72","249,587","249,796","251,851","295,096","306,4","248,665","248,324","442,056","457,32","455,596","476,267","465,688","445,894","428,467","66,75","1,36"
"55,2","16,98","3294,43","578,491","399,243","99,668","1,72","250,708","255,465","249,708","295,096","306,4","248,357","248,873","448,062","444,995","452,142","475,957","481,878","460,258","460,579","66,75","1,36"
"55,2","16,98","3301,56","575,073","399,609","996,798","1,72","250,576","247,072","250,071","295,096","306,4","248,665","250,697","446,761","440,405","442,403","479,547","495,62","486,018","495,198","66,75","1,36"
"55,2","16,98","3293,75","578,875","394,838","996,916","1,72","249,892","251,556","248,856","295,096","306,4","248,417","249,201","450,511","438,313","439,884","455,244","504,204","491,01","519,36","66,75","1,36"
"55,2","16,98","3285,06","577,332","397,031","997,006","1,72","250,225","252,883","248,291","295,096","306,4","249,192","248,291","445,685","436,923","444,104","445,972","501,759","486,578","524,558","66,75","1,36"
"55,2","16,98","3272,27","581,604","405,293","996,853","1,72","249,961","254,333","248,445","295,096","306,4","249,368","250,378","452,091","457,717","444,968","438,437","496,305","484,114","529,855","66,75","1,36"
"55,2","16,98","3264,45","576,477","403,418","9,967","1,72","251,06","250,972","249,895","295,096","306,4","249,148","251,104","447,787","443,27","447,075","444,376","491,134","467,146","497,577","66,75","1,36"
"55,2","16,98","3260,16","582,825","400,078","996,546","1,72","250,269","247,808","250,576","295,096","306,4","248,928","248,84","437,427","445,31","435,69","453,363","482,982","432,202","458,123","66,75","1,36"
"55,2","16,98","3273,44","566,65","393,428","996,393","1,72","250,269","251,807","251,323","295,096","306,4","248,621","250,159","438,928","435,79","438,983","449,997","468,326","432,706","424,133","66,75","1,36"
"55,2","16,98","3273,14","573,914","390,908","99,624","1,72","250,269","255,696","250,928","295,096","306,4","247,654","252,729","452,892","433,58","447,397","432,459","471,466","453,37","418,508","66,75","1,36"
"55,2","16,98","3266,8","569,702","394,6","996,087","1,72","250,247","253,828","250,928","295,096","306,4","247,852","249,192","456,896","440,324","452,357","433,045","439,471","475,49","428,277","66,75","1,36"
"55,2","16,98","3238,77","567,81","397,5","995,934","1,72","250,071","242,82","250,862","295,096","306,4","248,027","249,675","456,696","433,812","445,831","434,144","417,929","466,193","447,364","66,75","1,36"
"55,2","16,98","3228,71","579,529","401,719","99,578","1,72","250,203","247,214","250,225","295,096","306,4","249,456","252,004","458,698","449,1","457,108","426,719","406,093","427,656","430,698","66,75","1,36"
"55,2","16,98","3218,16","571,045","396,797","995,627","1,72","249,741","249,565","249,785","295,096","306,4","248,071","249,851","455,294","455,163","459,86","442,229","396,228","425,528","424,081","66,75","1,36"
"55,2","16,98","3221,88","568,054","395,127","995,474","1,72","250,862","251,675","249,302","295,096","306,4","248,115","250,115","443,383","468,986","473,668","442,931","383,891","425,809","426,784","66,75","1,36"
"55,2","16,98","3267,87","561,768","394,365","995,321","1,72","250,269","255,959","248,599","295,096","306,4","248,467","250,686","431,371","474,193","453,005","446,911","390,668","439,37","423,362","66,75","1,36"
"55,2","16,98","3304,2","570,801","395,479","995,168","1,72","250,269","251,653","249,302","295,096","306,4","248,115","250,378","448,738","478,722","446,749","455,979","409,068","455,666","415,527","66,75","1,36"
"55,2","16,98","3313,09","582,581","403,418","995,014","1,72","250,247","249,587","248,752","295,096","306,4","248,511","249,434","446,736","507,895","450,899","469,372","428,126","444,242","423,032","66,75","1,36"
"55,2","16,98","3317,29","579,529","405,938","994,861","1,72","250,071","243,567","250,884","295,096","306,4","248,511","249,939","444,183","484,224","444,428","454,652","437,654","451,41","444,279","66,75","1,36"
"55,2","16,98","3325,2","577,393","404,941","994,708","1,72","250,225","245,566","250,532","295,096","306,4","248,511","250,642","439,579","462,926","442,538","462,502","466,952","462,778","470,927","66,75","1,36"
"55,2","16,98","3341,21","583,191","404,824","994,555","1,72","249,829","254,18","250,928","295,096","306,4","248,665","248,093","458,197","416,255","439,082","477,776","485,016","474,762","480,136","66,75","1,36"
"55,2","16,98","3337,89","583,679","399,668","994,401","1,72","249,785","249,587","250,906","295,096","306,4","249,939","248,445","450,389","437,322","444,481","521,912","525,775","476,498","496,196","66,75","1,36"
"55,2","16,98","3337,01","563,354","405,469","994,248","1,72","249,39","247,412","250,708","295,096","306,4","248,95","249,829","440,93","402,15","458,08","536,33","553,54","460,37","497,69","66,75","1,36"
"55,2","16,98","3331,74","565,796","404,707","994,095","1,72","249,5","247,654","250,73","295,096","306,4","248,862","250,115","442,482","405,039","457,432","528,478","547,977","462,834","499,4","66,75","1,36"
"55,2","16,98","3328,61","586,609","397,793","993,942","1,72","250,466","249,653","250,906","295,096","306,4","248,115","252,444","456,445","431,379","450,413","449,256","494,44","487,362","517,438","66,75","1,36"
"55,2","16,98","3325,59","576,599","397,471","993,789","1,72","250,269","247,83","250,752","295,096","306,4","248,555","250,269","457,246","437,319","441,349","373,754","460,125","507,466","539,063","66,75","1,36"
"55,2","16,98","3353,42","581,665","398,496","993,635","1,72","250,247","246,445","250,84","295,096","306,4","249,038","250,378","464,854","460,941","455,92","387,735","431,534","493,018","513,407","66,75","1,36"
"55,2","16,98","3342,35","591,858","392,314","993,482","1,72","250,071","253,455","248,115","295,096","306,4","249,829","251,104","466,105","440,38","455,65","395,04","423,164","448,218","456,249","66,75","1,36"
"55,2","16,98","3343,95","584,412","403,33","993,329","1,72","250,247","251,741","248,467","295,096","306,4","249,851","248,687","445,685","450,069","452,357","411,019","414,189","437,801","406,922","66,75","1,36"
"55,2","16,98","3326,95","581,421","405,117","993,176","172,003","250,049","245,479","248,313","295,096","306,4","250,027","248,533","452,091","466,89","443,565","419,531","409,946","421,608","368,576","66,75","1,36"
"55,2","16,98","3315,04","578,979","403,652","993,022","172,038","250,071","247,896","250,532","295,096","306,4","249,829","250,686","447,086","454,99","435,203","428,591","417,161","429,673","360,461","66,75","1,36"
"55,2","16,98","3305,86","578,064","396,182","992,869","172,072","250,269","248,643","250,972","295,096","306,4","249,829","250,247","433,723","474,142","442,808","448,081","424,21","468,49","380,768","66,75","1,36"
"55,2","16,98","3335,94","588,44","405,322","992,716","172,107","250,247","251,895","251,323","295,096","306,4","249,324","248,225","462,351","490,169","440,811","457,691","426,412","487,306","416,857","66,75","1,36"
"55,2","16,98","3354,49","579,895","408,018","992,593","172,141","250,071","252,356","250,972","295,096","306,4","245,149","249,917","453,593","444,574","438,01","446,989","436,824","453,874","426,121","66,75","1,36"
"55,2","16,98","3366,99","595,52","396,943","992,746","172,176","250,313","249,478","251,323","295,096","306,4","248,423","252,224","464,353","429,959","455,92","456,369","434,894","463,786",444,"66,75","1,36"
"55,2","16,98","3394,73","583,496","399,17","992,899","17,221","250,576","250,642","250,862","295,096","306,4","247,676","248,203","464,453","440,547","452,625","468,712","457,369","444,466","458,072","66,75","1,36"
"55,2","16,98","3331,64","589,05","397,998","993,052","172,244","249,587","254,685","250,4","295,096","306,4","248,379","249,961","436,826","440,946","466,009","471,953","453,95","446,93","464,471","66,75","1,36"
"55,2","16,98","3213,09","590,454","398,467","993,205","172,279","251,785","260,222","251,851","295,096","306,4","251,169","254,729","468,057","453,464","458,89","442,426","449,88","445,866","469,378","66,75","1,36"
"55,2","16,98","3120,51","597,839","391,201","993,358","172,313","255,454","255,322","254,224","295,096","306,4","251,411","251,455","432,572","451,769","451,115","455,822","447,678","478,738","477,048","66,75","1,36"
"55,2","16,98","3059,38","594,299","395,215","993,511","172,348","254,729","258,838","254,136","295,096","306,4","252,026","252,4","429,819","455,727","444,753","459,57","436,439","449,393","466,955","66,75","1,36"
"55,2","16,98","3030,86","587,891","400,781","993,664","172,382","255,366","255,146","253,235","295,096","306,4","253,74","253,718","434,424","467,798","427,482","434,724","431,368","422,953","437,767","66,75","1,36"
"55,2","16,98","3029,1","593,994","403,828","993,817","172,417","255,652","257,432","252,158","295,096","306,4","251,389","253,059","447,036","503,083","432,775","448,596","412,374","440,322","427,999","66,75","1,36"
"55,2","16,98","3060,55","590,271","407,021","99,397","172,451","254,707","255,432","251,323","295,096","306,4","251,719","252,466","479,468","504,893","426,301","447,812","409,999","452,642","412,052","66,75","1,36"
"55,2","16,98","3208,79","596,191","403,389","994,123","172,485","255,015","245,215","250,884","295,096","306,4","252,708","252,356","477,966","507,272","450,737","429,488","401,795","463,842","417,795","66,75","1,36"
"55,2","16,98","3277,93","594,36","410,01","994,276","17,252","254,004","251,213","250,269","295,096","306,4","250,796","251,191","463,652","429,616","447,938","443,05","401,302","466,418","436,549","66,75","1,36"
"55,2","16,98","3282,62","588,745","400,928","994,429","172,554","251,851","251,521","248,357","295,096","306,4","249,675","249,543","457,997","410,84","451,769","462,19","422,665","476,61","461,377","66,75","1,36"
"55,2","16,98","3277,34","597,046","402,305","994,582","172,589","250,181","249,192","249,104","295,096","306,4","250,51","249,038","472,01","392,064","478,364","524,919","451,306","439,705","452,385","66,75","1,36"
"55,2","16,98","3276,17","593,262","402,861","994,735","172,623","249,39","250,994","250,444","295,096","306,4","252,576","249,983","470,859","505,174","486,625","448,71","422,283","428,441","456,083","66,75","1,36"
"55,2","16,98","3268,95","598,755","403,125","994,888","172,657","249,39","247,632","250,049","295,096","306,4","251,587","251,367","456,445","504,67","490,99","433,59","410,88","458,69","493,82","66,75","1,36"
"55,2","16,98","3297,07","598,389","402,275","995,041","172,692","249,412","247,676","250,071","295,096","306,4","251,609","250,972","455,444","502,064","489,264","434,489","410,88","463,002","494,924","66,75","1,36"
"55,2","16,98","3284,38","594,727","395,391","995,194","172,726","249,5","248,203","250,291","295,096","306,4","251,873","247,522","447,787","476,798","473,622","443,908","413,083","494,754","500,887","66,75","1,36"
"55,2","16,98","3319,92","592,012","402,246","995,347","172,761","248,636","250,541","250,718","295,096","306,4","252,319","249,097","459,949","459,897","469,156","459,246","435,009","429,969","460,926","66,75","1,36"
"55,2","16,98","3382,42","597,412","402,275","9,955","172,795","249,862","261,288","252,828","295,096","306,4","250,994","254,421","459,523","454,458","434,827","490,707","455,363","418,36","420,19","66,75","1,36"
"55,2","16,98","3347,66","595,367","402,231","995,652","17,283","250,477","257,52","251,246","295,096","306,4","252,202","249,818","450,565","458,758","413,731","477,34","464,036","430,401","407,335","66,75","1,36"
"55,2","16,98","3380,47","599,792","391,289","995,805","172,864","250,203","253,059","248,873","295,096","306,4","251,345","249,675","434,799","468,018","421,336","477,262","480,391","460,202","454,98","66,75","1,36"
"55,2","16,98","3360,55","585,236","399,946","995,958","172,898","248,961","247,906","247,423","295,096","306,4","250,939","251,016","452,091","450,296","411,058","475,467","493,033","520,514","513,304","66,75","1,36"
"55,2","16,98","3371,29","595,367","395,347","996,111","172,933","249,214","252,872","247,775","295,096","306,4","251,136","252,444","465,204","459,408","430,775","469,061","494,71","513,094","504,829","66,75","1,36"
